tconst	ordering	nconst	category	job	characters
tt0000001	1	nm1588970	self	\N	["Self"]
tt0000001	2	nm0005690	director	\N	\N
tt0000001	3	nm0374658	cinematographer	director of photography	\N
tt0000002	1	nm0721526	director	\N	\N
tt0000002	2	nm1335271	composer	\N	\N
tt0000003	1	nm0721526	director	\N	\N
tt0000003	2	nm1770680	producer	producer	\N
tt0000003	3	nm1335271	composer	\N	\N
tt0000003	4	nm5442200	editor	\N	\N
tt0000004	1	nm0721526	director	\N	\N
tt0000004	2	nm1335271	composer	\N	\N
tt0000005	1	nm0443482	actor	\N	["Blacksmith"]
tt0000005	2	nm0653042	actor	\N	["Assistant"]
tt0000005	3	nm0005690	director	\N	\N
tt0000005	4	nm0249379	producer	producer	\N
tt0000006	1	nm0005690	director	\N	\N
tt0000007	1	nm0179163	actor	\N	\N
tt0000007	2	nm0183947	actor	\N	\N
tt0000007	3	nm0005690	director	\N	\N
tt0000007	4	nm0374658	director	\N	\N
tt0000007	5	nm0249379	producer	producer	\N
tt0000008	1	nm0653028	actor	\N	["Sneezing Man"]
tt0000008	2	nm0005690	director	\N	\N
tt0000008	3	nm0374658	cinematographer	\N	\N
tt0000009	1	nm0063086	actress	\N	["Miss Geraldine Holbrook (Miss Jerry)"]
tt0000009	2	nm0183823	actor	\N	["Mr. Hamilton"]
tt0000009	3	nm1309758	actor	\N	["Chauncey Depew - the Director of the New York Central Railroad"]
tt0000009	4	nm0085156	director	\N	\N
tt0000010	1	nm0525910	director	\N	\N
tt0000011	1	nm3692297	actor	\N	["Acrobats"]
tt0000011	2	nm0804434	director	\N	\N
tt0000012	1	nm2880396	self	\N	["Self"]
tt0000012	2	nm9735580	self	\N	["Self"]
tt0000012	3	nm0525900	self	\N	["Self"]
tt0000012	4	nm9735581	self	\N	["Self"]
tt0000012	5	nm0525908	director	\N	\N
tt0000012	6	nm0525910	director	\N	\N
tt0000012	7	nm9735579	self	\N	["Self"]
tt0000012	8	nm9653419	self	\N	["Self"]
tt0000013	1	nm0525908	self	\N	["Self"]
tt0000013	2	nm1715062	self	\N	["Self"]
tt0000013	3	nm0525910	director	\N	\N
tt0000014	1	nm0166380	actor	\N	["The Gardener"]
tt0000014	2	nm0244989	actor	\N	["The Boy"]
tt0000014	3	nm0525910	director	\N	\N
tt0000015	1	nm0721526	director	\N	\N
tt0000016	1	nm0525900	self	\N	["Self (on the pier)"]
tt0000016	2	nm9735581	self	\N	["Self (on the pier)"]
tt0000016	3	nm0525910	director	\N	\N
tt0000017	1	nm3691272	actor	\N	["The boy"]
tt0000017	2	nm3692829	actress	\N	["The girl"]
tt0000017	3	nm1587194	director	\N	\N
tt0000017	4	nm0804434	director	\N	\N
tt0000018	1	nm3692071	actor	\N	["The Boxer"]
tt0000018	2	nm0804434	director	\N	\N
tt0000019	1	nm0932055	director	\N	\N
tt0000020	1	nm0010291	director	\N	\N
tt0000020	2	nm0666972	producer	producer	\N
tt0000022	1	nm0525910	director	\N	\N
tt0000023	1	nm0525910	director	\N	\N
tt0000024	1	nm0256651	self	\N	["Self - Empress of Gemany"]
tt0000024	2	nm0435118	self	\N	["Self - Emperor of Germany"]
tt0000024	3	nm0010291	director	\N	\N
tt0000024	4	nm0666972	producer	producer	\N
tt0000025	1	nm0010291	director	\N	\N
tt0000025	2	nm0666972	producer	producer	\N
tt0000026	1	nm2350007	actor	\N	["Valet"]
tt0000026	2	nm0525907	actor	\N	["Man playing cards, seated on the left"]
tt0000026	3	nm1151424	actor	\N	["Man playing cards, seated on the right"]
tt0000026	4	nm2354154	actor	\N	["Man playing cards, seated in the middle"]
tt0000026	5	nm0525910	director	\N	\N
tt0000027	1	nm0525910	director	\N	\N
tt0000028	1	nm2350838	self	\N	["Self"]
tt0000028	2	nm0525908	self	\N	["Self"]
tt0000028	3	nm0525910	director	\N	\N
tt0000029	1	nm0525908	self	\N	["Self"]
tt0000029	2	nm0525900	self	\N	["Self"]
tt0000029	3	nm2350838	self	\N	["Self"]
tt0000029	4	nm0525910	director	\N	\N
tt0000030	1	nm0010291	director	\N	\N
tt0000030	2	nm0666972	director	\N	\N
tt0000031	1	nm0525910	director	\N	\N
tt0000032	1	nm3692479	actress	\N	["The dancer"]
tt0000032	2	nm0804434	director	\N	\N
tt0000033	1	nm0525910	director	\N	\N
tt0000034	1	nm0617588	director	\N	\N
tt0000035	1	nm0617588	director	\N	\N
tt0000036	1	nm0420198	actor	\N	["Rip Van Winkle"]
tt0000036	2	nm0005690	director	\N	\N
tt0000036	3	nm0410331	writer	story "Rip Van Winkle"	\N
tt0000036	4	nm0005658	cinematographer	\N	\N
tt0000037	1	nm0617588	director	\N	\N
tt0000038	1	nm2960633	self	\N	["Self - First baseman"]
tt0000038	2	nm0340719	self	\N	["Self"]
tt0000038	3	nm2958402	self	\N	["Self"]
tt0000038	4	nm0374658	director	\N	\N
tt0000039	1	nm0666972	producer	producer	\N
tt0000040	1	nm0617588	director	\N	\N
tt0000041	1	nm0525910	director	\N	\N
tt0000041	2	nm0525908	producer	producer	\N
tt0000042	1	nm0617588	director	\N	\N
tt0000043	1	nm0617588	director	\N	\N
tt0000044	1	nm0617588	director	\N	\N
tt0000045	1	nm0617588	director	\N	\N
tt0000046	1	nm0617588	director	\N	\N
tt0000047	1	nm0617588	director	\N	\N
tt0000048	1	nm0010291	director	\N	\N
tt0000049	1	nm0010291	director	\N	\N
tt0000050	1	nm3029234	self	\N	["Self"]
tt0000050	2	nm0617588	director	\N	\N
tt0000051	1	nm0617588	director	\N	\N
tt0000052	1	nm0895515	director	\N	\N
tt0000052	2	nm1729239	cinematographer	\N	\N
tt0000053	1	nm0684607	director	\N	\N
tt0000054	1	nm0617588	director	\N	\N
tt0000055	1	nm0617588	director	\N	\N
tt0000056	1	nm0795060	director	\N	\N
tt0000057	1	nm0874739	self	\N	["Self (Tsar of Russia)"]
tt0000057	2	nm0874746	self	\N	["Self (Tsarina of Russia)"]
tt0000057	3	nm0617588	director	\N	\N
tt0000058	1	nm0874739	self	\N	["Self (Tsar of Russia)"]
tt0000058	2	nm0617588	director	\N	\N
tt0000059	1	nm0617588	director	\N	\N
tt0000060	1	nm0005690	director	\N	\N
tt0000060	2	nm0005658	cinematographer	\N	\N
tt0000061	1	nm4007970	actress	\N	\N
tt0000061	2	nm0010291	director	\N	\N
tt0000061	3	nm0666972	producer	producer	\N
tt0000062	1	nm0617588	director	\N	\N
tt0000063	1	nm0617588	actor	\N	["Georges Méliès"]
tt0000064	1	nm0617588	actor	\N	["Lightening Sketch Artist"]
tt0000065	1	nm0617588	actor	\N	["Lightening Sketch Artist"]
tt0000066	1	nm0617588	actor	\N	["Lightening Sketch Artist"]
tt0000067	1	nm0617588	director	\N	\N
tt0000068	1	nm0617588	director	\N	\N
tt0000069	1	nm0617588	director	\N	\N
tt0000070	1	nm0525908	actor	\N	\N
tt0000070	2	nm0525910	director	\N	\N
tt0000071	1	nm0617588	director	\N	\N
tt0000072	1	nm0617588	director	\N	\N
tt0000073	1	nm0617588	director	\N	\N
tt0000074	1	nm0617588	director	\N	\N
tt0000075	1	nm0194945	actress	\N	["Woman"]
tt0000075	2	nm0617588	actor	\N	["Magician"]
tt0000076	1	nm0420198	actor	\N	["Rip Van Winkle"]
tt0000076	2	nm0005690	director	\N	\N
tt0000076	3	nm0410331	writer	story "Rip Van Winkle"	\N
tt0000076	4	nm0005658	cinematographer	\N	\N
tt0000077	1	nm0617588	director	\N	\N
tt0000078	1	nm0234288	director	\N	\N
tt0000079	1	nm0617588	director	\N	\N
tt0000080	1	nm0617588	director	\N	\N
tt0000081	1	nm0617588	director	\N	\N
tt0000082	1	nm0005690	director	\N	\N
tt0000082	2	nm0005658	cinematographer	\N	\N
tt0000083	1	nm0617588	director	\N	\N
tt0000084	1	nm0617588	director	\N	\N
tt0000085	1	nm0617588	director	\N	\N
tt0000086	1	nm0617588	director	\N	\N
tt0000087	1	nm0617588	director	\N	\N
tt0000088	1	nm0617588	director	\N	\N
tt0000089	1	nm0525908	director	\N	\N
tt0000089	2	nm0698645	director	\N	\N
tt0000089	3	nm0525910	producer	producer	\N
tt0000090	1	nm0617588	director	\N	\N
tt0000091	1	nm0194945	actress	\N	["Young woman"]
tt0000091	2	nm6170115	actor	\N	["Mephistopheles"]
tt0000091	3	nm0617588	actor	\N	["Mephistopheles"]
tt0000092	1	nm0617588	director	\N	\N
tt0000093	1	nm0525908	director	\N	\N
tt0000093	2	nm0525910	director	\N	\N
tt0000094	1	nm9513675	self	\N	["Self"]
tt0000094	2	nm0617588	director	\N	\N
tt0000095	1	nm0617588	director	\N	\N
tt0000096	1	nm0617588	director	\N	\N
tt0000097	1	nm0617588	director	\N	\N
tt0000098	1	nm0617588	director	\N	\N
tt0000099	1	nm0617588	director	\N	\N
tt0000100	1	nm0617588	director	\N	\N
tt0000101	1	nm0617588	director	\N	\N
tt0000102	1	nm0617588	director	\N	\N
tt0000103	1	nm0617588	director	\N	\N
tt0000104	1	nm0525910	producer	producer	\N
tt0000105	1	nm0617588	director	\N	\N
tt0000106	1	nm0617588	director	\N	\N
tt0000107	1	nm0617588	director	\N	\N
tt0000108	1	nm0420198	actor	\N	["Rip Van Winkle"]
tt0000108	2	nm0005690	director	\N	\N
tt0000108	3	nm0410331	writer	story "Rip Van Winkle"	\N
tt0000108	4	nm0005658	cinematographer	\N	\N
tt0000109	1	nm0420198	actor	\N	["Rip Van Winkle"]
tt0000109	2	nm0005690	director	\N	\N
tt0000109	3	nm0410331	writer	story "Rip Van Winkle"	\N
tt0000109	4	nm0005658	cinematographer	\N	\N
tt0000110	1	nm0420198	actor	\N	["Rip Van Winkle"]
tt0000110	2	nm0005690	director	\N	\N
tt0000110	3	nm0410331	writer	story "Rip Van Winkle"	\N
tt0000110	4	nm0005658	cinematographer	\N	\N
tt0000111	1	nm0420198	actor	\N	["Rip Van Winkle"]
tt0000111	2	nm0005690	director	\N	\N
tt0000111	3	nm0410331	writer	story "Rip Van Winkle"	\N
tt0000111	4	nm0005658	cinematographer	\N	\N
tt0000112	1	nm0420198	actor	\N	["Rip Van Winkle"]
tt0000112	2	nm0005690	director	\N	\N
tt0000112	3	nm0410331	writer	story "Rip Van Winkle"	\N
tt0000112	4	nm0005658	cinematographer	\N	\N
tt0000113	1	nm0420198	actor	\N	["Rip Van Winkle"]
tt0000113	2	nm0005690	director	\N	\N
tt0000113	3	nm0410331	writer	story "Rip Van Winkle"	\N
tt0000113	4	nm0005658	cinematographer	\N	\N
tt0000114	1	nm0617588	director	\N	\N
tt0000115	1	nm0617588	director	\N	\N
tt0000116	1	nm0617588	director	\N	\N
tt0000117	1	nm0234288	director	\N	\N
tt0000118	1	nm0617588	director	\N	\N
tt0000119	1	nm0617588	director	\N	\N
tt0000120	1	nm0617588	director	\N	\N
tt0000121	1	nm0832461	actor	\N	["The Soldier"]
tt0000121	2	nm0780534	actress	\N	["The Girl"]
tt0000121	3	nm5718242	actress	\N	["The Woman"]
tt0000121	4	nm0609678	director	\N	\N
tt0000121	5	nm0666972	producer	producer	\N
tt0000122	1	nm0617588	director	\N	\N
tt0000123	1	nm0617588	self	\N	["Self (stage magician)"]
tt0000124	1	nm0617588	director	\N	\N
tt0000125	1	nm0666972	producer	producer	\N
tt0000126	1	nm0617588	director	\N	\N
tt0000127	1	nm0617588	director	\N	\N
tt0000128	1	nm0617588	director	\N	\N
tt0000129	1	nm0617588	director	\N	\N
tt0000130	1	nm0617588	director	\N	\N
tt0000131	1	nm0617588	actor	\N	["L'homme qui essaie de dormir"]
tt0000132	1	nm9342429	actress	\N	["La Serveuse"]
tt0000132	2	nm0577734	actor	\N	["Un joueur de cartes"]
tt0000132	3	nm0617588	actor	\N	["Un joueur de cartes"]
tt0000132	4	nm3029234	actress	\N	["La petite fille"]
tt9247562	1	nm10243675	actor	\N	["Extra"]
tt9247562	2	nm10243673	actor	\N	["Extra"]
tt9247562	3	nm10243672	actor	\N	["Adam"]
tt9247562	4	nm9061402	actor	\N	["Isaac"]
tt9247562	5	nm9008341	director	\N	\N
tt9247562	6	nm9008337	composer	\N	\N
tt9247562	7	nm9197546	composer	\N	\N
tt9247562	8	nm9987354	cinematographer	\N	\N
tt9247564	10	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247564	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247564	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247564	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247564	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247564	5	nm0355961	director	\N	\N
tt9247564	6	nm1007597	writer	\N	\N
tt9247564	7	nm5599661	writer	\N	\N
tt9247564	8	nm1221966	writer	creator	\N
tt9247564	9	nm9129825	producer	producer	\N
tt9247566	1	nm10243677	actor	\N	["Narrator"]
tt9247566	2	nm3892956	director	\N	\N
tt9247566	3	nm10243678	producer	producer	\N
tt9247566	4	nm3892668	producer	producer	\N
tt9247566	5	nm1930572	composer	\N	\N
tt9247566	6	nm7513889	cinematographer	\N	\N
tt9247568	1	nm7596996	actor	\N	["Bocarelli"]
tt9247568	2	nm5685800	actor	\N	["Phil"]
tt9247568	3	nm4923135	actor	\N	["Kaiser"]
tt9247568	4	nm10243610	actor	\N	["Serrote"]
tt9247568	5	nm4746059	editor	\N	\N
tt9247568	6	nm3813902	editor	\N	\N
tt9247568	7	nm10243680	actress	\N	["Menina da Festa"]
tt9247572	10	nm0001675	actor	\N	\N
tt9247572	1	nm4370299	actress	\N	\N
tt9247572	2	nm0085405	actor	\N	\N
tt9247572	3	nm2756114	actress	\N	\N
tt9247572	4	nm0001129	actor	\N	\N
tt9247572	5	nm9497445	actor	\N	\N
tt9247572	6	nm1572825	actor	\N	\N
tt9247572	7	nm1382506	actor	\N	\N
tt9247572	8	nm0000500	actor	\N	\N
tt9247572	9	nm1484791	actor	\N	\N
tt9247574	1	nm2210465	actor	\N	["Damian"]
tt9247574	2	nm6468260	actor	\N	["Mickey"]
tt9247574	3	nm8399480	actor	\N	["Andrew"]
tt9247574	4	nm4478001	actress	\N	["Malorie"]
tt9247574	5	nm1930572	composer	\N	\N
tt9247574	6	nm4478047	cinematographer	director of photography	\N
tt9247576	10	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247576	1	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247576	2	nm0179148	actor	\N	["Jason Aldrich"]
tt9247576	3	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247576	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247576	5	nm0355961	director	\N	\N
tt9247576	6	nm1007597	writer	\N	\N
tt9247576	7	nm10167074	writer	\N	\N
tt9247576	8	nm1221966	writer	creator	\N
tt9247576	9	nm9129825	producer	producer	\N
tt9247578	1	nm2399023	actress	\N	\N
tt9247578	2	nm0608329	actor	\N	\N
tt9247578	3	nm0544111	actor	\N	\N
tt9247578	4	nm0304984	actress	\N	\N
tt9247578	5	nm0993352	actress	\N	\N
tt9247578	6	nm1022002	actor	\N	\N
tt9247578	7	nm1096843	actor	\N	\N
tt9247580	1	nm0598257	self	\N	["Self - Host"]
tt9247580	2	nm0593803	self	\N	["Self"]
tt9247580	3	nm3489808	self	\N	["Self"]
tt9247582	10	nm4851006	actress	\N	["Petra Knoppová"]
tt9247582	1	nm3779919	actor	\N	["Jakub Beran"]
tt9247582	2	nm0229859	actor	\N	["Lubor Knopp"]
tt9247582	3	nm0711191	actor	\N	["Marek Moravec"]
tt9247582	4	nm0889022	actor	\N	["Kamil Adámek"]
tt9247582	5	nm0312064	actress	\N	["Mgr. Gábina Knoppová"]
tt9247582	6	nm2102956	actress	\N	["MUDr. Alena Moravcová"]
tt9247582	7	nm4023456	actress	\N	["Nikola Beranová"]
tt9247582	8	nm9316757	actress	\N	["Lucie Knoppová"]
tt9247582	9	nm0694907	actor	\N	["Tomás"]
tt9247584	10	nm2992180	writer	created by	\N
tt9247584	1	nm1143940	director	\N	\N
tt9247584	2	nm3140510	writer	\N	\N
tt9247584	3	nm6576479	writer	writer	\N
tt9247584	4	nm1823239	writer	writer	\N
tt9247584	5	nm8014418	writer	staff writer	\N
tt9247584	6	nm10593162	writer	\N	\N
tt9247584	7	nm3653778	writer	created by	\N
tt9247584	8	nm4306224	writer	writer	\N
tt9247584	9	nm9092476	writer	Writer	\N
tt9247586	1	nm8399480	actor	\N	["Andrew"]
tt9247586	2	nm2210465	actor	\N	["Damian"]
tt9247586	3	nm4478001	actress	\N	["Malorie"]
tt9247586	4	nm6468260	actor	\N	["Mickey"]
tt9247586	5	nm1930572	composer	\N	\N
tt9247586	6	nm4478047	cinematographer	director of photography	\N
tt9247588	10	nm10243701	composer	\N	\N
tt9247588	1	nm5743030	director	\N	\N
tt9247588	2	nm1969214	writer	co-writer	\N
tt9247588	3	nm10243693	composer	\N	\N
tt9247588	4	nm9775243	composer	\N	\N
tt9247588	5	nm10243699	composer	\N	\N
tt9247588	6	nm10243695	composer	\N	\N
tt9247588	7	nm10243697	composer	\N	\N
tt9247588	8	nm10243694	composer	\N	\N
tt9247588	9	nm10243700	composer	\N	\N
tt9247590	10	nm2992180	writer	created by	\N
tt9247590	1	nm3653778	self	\N	["Self - Host"]
tt9247590	2	nm1143940	director	\N	\N
tt9247590	3	nm3140510	writer	\N	\N
tt9247590	4	nm6576479	writer	writer	\N
tt9247590	5	nm1823239	writer	writer	\N
tt9247590	6	nm8014418	writer	staff writer	\N
tt9247590	7	nm10593162	writer	\N	\N
tt9247590	8	nm4306224	writer	writer	\N
tt9247590	9	nm9092476	writer	Writer	\N
tt9247592	10	nm2992180	writer	created by	\N
tt9247592	1	nm3653778	self	\N	["Self - Host"]
tt9247592	2	nm1143940	director	\N	\N
tt9247592	3	nm3140510	writer	\N	\N
tt9247592	4	nm6576479	writer	writer	\N
tt9247592	5	nm1823239	writer	writer	\N
tt9247592	6	nm8014418	writer	staff writer	\N
tt9247592	7	nm10593162	writer	\N	\N
tt9247592	8	nm4306224	writer	writer	\N
tt9247592	9	nm9092476	writer	Writer	\N
tt9247594	10	nm9092476	writer	writer	\N
tt9247594	1	nm3653778	self	\N	["Self - Host"]
tt9247594	2	nm10027553	self	\N	["Self"]
tt9247594	3	nm1143940	director	\N	\N
tt9247594	4	nm3140510	writer	\N	\N
tt9247594	5	nm6576479	writer	writer	\N
tt9247594	6	nm1823239	writer	writer	\N
tt9247594	7	nm8014418	writer	staff writer	\N
tt9247594	8	nm10593162	writer	\N	\N
tt9247594	9	nm4306224	writer	writer	\N
tt9247596	10	nm0937369	self	\N	["Self"]
tt9247596	1	nm0598257	self	\N	["Self - Host"]
tt9247596	2	nm0104113	self	\N	["Self"]
tt9247596	3	nm0177711	self	\N	["Self"]
tt9247596	4	nm0187754	self	\N	["Self"]
tt9247596	5	nm0593141	self	\N	["Self"]
tt9247596	6	nm0609752	self	\N	["Self"]
tt9247596	7	nm0611972	self	\N	["Self"]
tt9247596	8	nm0717372	self	\N	["Self"]
tt9247596	9	nm0750775	self	\N	["Self"]
tt9247598	10	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247598	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247598	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247598	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247598	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247598	5	nm0489654	director	\N	\N
tt9247598	6	nm1007597	writer	\N	\N
tt9247598	7	nm0291507	writer	\N	\N
tt9247598	8	nm1221966	writer	creator	\N
tt9247598	9	nm9129825	producer	producer	\N
tt9247600	10	nm6677687	cinematographer	\N	\N
tt9247600	1	nm6620975	actor	\N	["Pavel Semyonov"]
tt9247600	2	nm3298478	actor	\N	["Aleksey Fomin"]
tt9247600	3	nm4972284	actress	\N	["Yulia Semyonova"]
tt9247600	4	nm1523359	actor	\N	["Andrey Mikhaylov"]
tt9247600	5	nm0890790	director	\N	\N
tt9247600	6	nm5155863	writer	\N	\N
tt9247600	7	nm4319537	producer	producer	\N
tt9247600	8	nm4319659	producer	producer	\N
tt9247600	9	nm3432817	composer	\N	\N
tt9247602	10	nm3771510	writer	writer	\N
tt9247602	1	nm2345030	actress	\N	["Vanessa Steinkamp"]
tt9247602	2	nm5436916	actress	\N	["Michelle Bauer"]
tt9247602	3	nm0226312	actor	\N	["Ingo Zadek"]
tt9247602	4	nm1458396	actor	\N	["Deniz Öztürk"]
tt9247602	5	nm0360991	director	\N	\N
tt9247602	6	nm1551324	director	\N	\N
tt9247602	7	nm0718107	writer	idea	\N
tt9247602	8	nm3648268	writer	head writer	\N
tt9247602	9	nm7420087	writer	head writer	\N
tt9247604	1	nm10243859	self	\N	["Self - Host (2018-)"]
tt9247606	10	nm0179148	actor	\N	["Jason Aldrich"]
tt9247606	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247606	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247606	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247606	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247606	5	nm0489654	director	\N	\N
tt9247606	6	nm1007597	writer	\N	\N
tt9247606	7	nm1221966	writer	creator	\N
tt9247606	8	nm9129825	producer	producer	\N
tt9247606	9	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247608	1	nm7160187	actress	\N	["Noga"]
tt9247608	2	nm10326773	actress	\N	["Hila"]
tt9247608	3	nm9107944	actor	\N	["Tomer"]
tt9247608	4	nm10326779	actor	\N	["Ahmad"]
tt9247608	5	nm7126577	director	\N	\N
tt9247608	6	nm10243712	composer	\N	\N
tt9247608	7	nm7139757	cinematographer	director of photography	\N
tt9247608	8	nm10086923	editor	\N	\N
tt9247612	10	nm0750775	self	\N	["Self"]
tt9247612	1	nm0598257	self	\N	["Self - Host"]
tt9247612	2	nm0046021	self	\N	["Self"]
tt9247612	3	nm0102207	self	\N	["Self"]
tt9247612	4	nm0002047	self	\N	["Self"]
tt9247612	5	nm0234540	self	\N	["Self"]
tt9247612	6	nm0593803	self	\N	["Self"]
tt9247612	7	nm2840214	self	\N	["Self"]
tt9247612	8	nm0675727	self	\N	["Self"]
tt9247612	9	nm3299013	self	\N	["Self"]
tt9247614	1	nm2210465	actor	\N	["Damian"]
tt9247614	2	nm6468260	actor	\N	["Mickey"]
tt9247614	3	nm8399480	director	\N	\N
tt9247614	4	nm1930572	composer	\N	\N
tt9247614	5	nm4478047	cinematographer	director of photography	\N
tt9247624	1	nm10243714	actress	\N	\N
tt9247624	2	nm9833061	actor	\N	\N
tt9247624	3	nm7748630	director	\N	\N
tt9247624	4	nm5853904	cinematographer	\N	\N
tt9247630	10	nm0418685	actress	\N	["Beatrice Lansing"]
tt9247630	1	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247630	2	nm0139824	actor	\N	["Dr. Paul Summers"]
tt9247630	3	nm0190415	actress	\N	["Nurse Rios"]
tt9247630	4	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247630	5	nm0355961	director	\N	\N
tt9247630	6	nm1007597	writer	\N	\N
tt9247630	7	nm10154956	writer	\N	\N
tt9247630	8	nm1221966	writer	creator	\N
tt9247630	9	nm9129825	producer	producer	\N
tt9247638	10	nm0783007	self	\N	["Self"]
tt9247638	1	nm0598257	self	\N	["Self - Host"]
tt9247638	2	nm0141233	self	\N	["Self"]
tt9247638	3	nm0177711	self	\N	["Self"]
tt9247638	4	nm0263547	self	\N	["Self"]
tt9247638	5	nm1978352	self	\N	["Self"]
tt9247638	6	nm0531597	self	\N	["Self"]
tt9247638	7	nm0663187	self	\N	["Self"]
tt9247638	8	nm0729727	self	\N	["Self"]
tt9247638	9	nm0750775	self	\N	["Self"]
tt9247642	1	nm10243717	actress	\N	["Grace"]
tt9247642	2	nm10243718	actor	\N	["Lorne"]
tt9247642	3	nm10243719	actress	\N	["Mom"]
tt9247642	4	nm10243720	actor	\N	["Dad"]
tt9247642	5	nm9100146	director	\N	\N
tt9247642	6	nm9117277	producer	producer	\N
tt9247662	10	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247662	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247662	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247662	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247662	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247662	5	nm0355961	director	\N	\N
tt9247662	6	nm1007597	writer	\N	\N
tt9247662	7	nm5599661	writer	\N	\N
tt9247662	8	nm1221966	writer	creator	\N
tt9247662	9	nm9129825	producer	producer	\N
tt9247664	10	nm0860951	self	\N	["Self"]
tt9247664	1	nm0598257	self	\N	["Self - Host"]
tt9247664	2	nm0102207	self	\N	["Self"]
tt9247664	3	nm0177711	self	\N	["Self"]
tt9247664	4	nm0235088	self	\N	["Self"]
tt9247664	5	nm0428544	self	\N	["Self"]
tt9247664	6	nm0548767	self	\N	["Self"]
tt9247664	7	nm0611972	self	\N	["Self"]
tt9247664	8	nm0633226	self	\N	["Self"]
tt9247664	9	nm0750775	self	\N	["Self"]
tt9247666	1	nm10243721	director	\N	\N
tt9247666	2	nm0950452	cinematographer	\N	\N
tt9247666	3	nm10243722	editor	\N	\N
tt9247668	1	nm10243723	actor	\N	["Bertil"]
tt9247680	10	nm0746709	actress	\N	["Nurse Carolee Simpson Aldrich"]
tt9247680	1	nm0698097	actor	\N	["Dr. Matt Powers"]
tt9247680	2	nm0399169	actress	\N	["Dr. Althea Davis"]
tt9247680	3	nm0115538	actress	\N	["Dr. Maggie Powers"]
tt9247680	4	nm0639496	actor	\N	["Dr. Steve Aldrich"]
tt9247680	5	nm0355961	director	\N	\N
tt9247680	6	nm1007597	writer	\N	\N
tt9247680	7	nm10167074	writer	\N	\N
tt9247680	8	nm1221966	writer	creator	\N
tt9247680	9	nm9129825	producer	producer	\N
tt9247682	10	nm0750775	self	\N	["Self"]
tt9247682	1	nm0598257	self	\N	["Self - Host"]
tt9247682	2	nm0060023	self	\N	["Self"]
tt9247682	3	nm1570223	actor	\N	["Self with Nookie Bear"]
tt9247682	4	nm0002047	self	\N	["Self"]
tt9247682	5	nm0293283	self	\N	["Self"]
tt9247682	6	nm0424368	self	\N	["Self"]
tt9247682	7	nm0531597	self	\N	["Self"]
tt9247682	8	nm0611972	self	\N	["Self"]
tt9247682	9	nm2671181	self	\N	["Self"]
tt9247686	1	nm5723836	actress	\N	["Jeanine"]
tt9247686	2	nm6257835	actor	\N	["Alex"]
tt9247686	3	nm10033478	director	\N	\N
tt9247686	4	nm6622708	cinematographer	\N	\N
tt9247690	1	nm9483993	actress	\N	["Sophia"]
tt9247690	2	nm8328365	actress	\N	["Lucy"]
tt9247690	3	nm4592088	actor	\N	["Admissions Director"]
tt9247690	4	nm9345945	actor	\N	["Doctor"]
tt9247690	5	nm10120183	director	\N	\N
tt9247690	6	nm4599698	composer	\N	\N
tt9247690	7	nm4354071	cinematographer	\N	\N
tt9247690	8	nm9790269	production_designer	production designer	\N
tt9247692	1	nm0050493	self	\N	["Self - Presenter"]
tt9247692	2	nm9230218	self	\N	["Self"]
tt9247692	3	nm8415076	self	\N	["Self - Choreography Corner"]
tt9247692	4	nm7568983	self	\N	["Self"]
tt9247692	5	nm1743377	director	series director	\N
tt9247692	6	nm8939921	producer	producer	\N
tt9247692	7	nm0870344	self	\N	["Self"]
tt9247694	1	nm6193437	actress	\N	\N
tt9247696	1	nm0050493	self	\N	["Self - Presenter"]
tt9247696	2	nm7568982	self	\N	["Self"]
tt9247696	3	nm8415075	self	\N	["Self"]
tt9247696	4	nm8682367	self	\N	["Self"]
tt9247696	5	nm1743377	director	series director	\N
